ID Fornecedor,Nome do Produto,Preço,Frete Grátis,Quantidade Disponível,Escolha Ideal,Avaliação do Cliente,Localização do Fornecedor,Tempo de Mercado (anos),Práticas Sustentáveis
19,Bicicleta,1700.26,False,60,True,5,Santa Catarina,15,False
42,Tênis Esportivo,467.42,False,9,True,2,São Paulo,20,True
35,Panela,97.72,False,44,True,3,Santa Catarina,3,False
46,Drone,2689.58,True,56,True,3,São Paulo,9,False
26,Travesseiro,63.92,False,94,False,5,São Paulo,3,False
69,Tênis Esportivo,273.35,False,3,False,1,São Paulo,16,True
93,Panela,164.7,True,98,True,1,São Paulo,10,True
64,Faca de Cozinha,53.18,True,97,False,5,Minas Gerais,14,False
37,Jogo de Toalhas,290.88,False,91,False,5,Minas Gerais,14,False
84,Camisa,126.57,False,59,False,2,São Paulo,8,True
49,Relógio,812.72,False,73,True,3,Santa Catarina,19,False
21,Laptop,5112.11,False,13,True,1,Santa Catarina,3,False
74,Tênis Esportivo,150.79,True,30,True,2,Minas Gerais,12,True
64,Tênis Esportivo,676.86,True,53,True,2,Minas Gerais,15,False
5,Console de Videogame,2099.87,False,80,False,3,Paraná,6,False
70,Torradeira,258.73,True,51,True,2,Santa Catarina,8,True
90,Livro,45.88,True,42,True,2,Santa Catarina,17,True
4,Livro,56.31,True,26,True,1,Santa Catarina,8,False
39,Livro,33.7,True,59,False,2,Santa Catarina,15,True
35,Livro,56.58,False,69,False,4,Paraná,13,True
1,Smartphone,2626.89,True,91,False,4,Minas Gerais,5,False
24,Laptop,3282.02,True,79,True,4,Minas Gerais,13,False
57,Faca de Cozinha,166.19,False,92,True,4,Paraná,17,True
70,Perfume,201.82,True,3,False,5,São Paulo,1,True
41,Camisa,67.36,False,41,False,2,Paraná,6,False
54,Headphones,735.58,False,1,False,3,Rio de Janeiro,15,True
46,Travesseiro,39.9,True,65,True,2,Rio de Janeiro,2,False
60,Livro,32.16,True,70,True,1,Rio de Janeiro,20,False
60,Jogo de Toalhas,60.46,False,75,False,5,Rio de Janeiro,3,True
57,Cafeteira,325.1,True,50,False,2,Paraná,17,False
31,Calças Jeans,218.85,False,80,False,3,Minas Gerais,12,True
84,Jogo de Toalhas,117.51,False,97,True,2,Paraná,5,False
24,Torradeira,268.69,True,88,True,2,Rio de Janeiro,14,True
89,Smartphone,2493.84,False,59,False,4,Santa Catarina,19,True
36,Bicicleta,1756.83,False,96,False,5,São Paulo,17,False
85,Laptop,5642.14,True,74,True,4,São Paulo,5,False
30,Relógio,835.44,True,63,False,2,Minas Gerais,4,False
24,Tênis Esportivo,453.58,False,25,True,4,Minas Gerais,14,False
30,Calças Jeans,219.49,True,10,True,5,São Paulo,19,True
86,Camisa,135.72,False,77,False,1,Minas Gerais,17,True
92,Laptop,5826.27,True,1,True,4,Rio de Janeiro,12,False
7,Óculos de Sol,740.66,False,99,True,2,Minas Gerais,13,True
35,Calças Jeans,116.9,True,14,True,1,São Paulo,11,False
55,Console de Videogame,4730.01,True,21,True,3,Minas Gerais,12,True
92,Óculos de Sol,482.81,True,58,True,4,Rio de Janeiro,1,False
14,Perfume,188.82,True,38,True,2,Rio de Janeiro,18,True
10,Mochila,435.09,True,1,False,2,Minas Gerais,11,False
80,Panela,231.97,False,84,True,1,Paraná,5,True
16,Drone,1651.39,False,5,True,2,Minas Gerais,12,True
54,Mochila,443.98,True,44,True,1,Rio de Janeiro,3,False
95,Bicicleta,1521.7,False,96,True,1,Paraná,4,False
89,Tênis Esportivo,636.44,True,65,True,5,Rio de Janeiro,13,True
77,Panela,165.23,False,57,False,2,Santa Catarina,6,True
70,Drone,2079.84,False,45,True,3,Santa Catarina,12,True
44,Camisa,169.75,False,60,True,1,Minas Gerais,1,False
73,Perfume,226.44,True,66,False,2,Minas Gerais,11,True
45,Smartphone,2240.51,True,95,True,4,Paraná,1,False
56,Torradeira,230.12,False,47,False,1,Paraná,9,True
84,Smartphone,2506.08,False,26,False,1,Minas Gerais,2,False
82,Mochila,364.1,False,9,True,4,Paraná,19,False
57,Faca de Cozinha,82.64,False,51,False,4,Paraná,19,False
21,Camisa,194.66,True,94,False,2,São Paulo,18,True
68,Jogo de Toalhas,129.68,True,8,True,4,São Paulo,6,False
50,Relógio,545.33,False,5,True,5,Minas Gerais,3,True
33,Livro,72.05,True,39,False,2,São Paulo,7,True
91,Jogo de Toalhas,180.1,False,68,False,2,Rio de Janeiro,12,False
7,Panela,77.95,True,40,True,2,Paraná,4,True
70,Mochila,164.74,False,36,True,4,São Paulo,18,False
15,Bicicleta,906.63,True,21,True,5,Santa Catarina,15,True
82,Óculos de Sol,603.34,False,97,True,3,São Paulo,17,True
32,Panela,272.41,True,26,True,5,São Paulo,8,True
75,Faca de Cozinha,174.29,False,75,False,5,Minas Gerais,12,True
20,Travesseiro,143.79,True,85,False,3,Paraná,10,False
88,Cafeteira,378.88,False,86,False,5,Minas Gerais,12,False
15,Faca de Cozinha,34.96,False,56,False,2,Rio de Janeiro,5,False
48,Console de Videogame,3065.59,True,57,True,4,Santa Catarina,14,True
71,Drone,2700.0,True,59,False,1,Minas Gerais,15,False
21,Headphones,607.64,True,7,False,5,São Paulo,10,True
42,Smartphone,873.24,False,42,False,1,São Paulo,9,True
26,Cafeteira,311.69,False,13,True,1,Minas Gerais,17,False
14,Camisa,181.23,False,84,True,3,São Paulo,6,False
57,Bicicleta,877.36,True,79,True,3,São Paulo,13,False
37,Faca de Cozinha,113.69,False,34,True,5,Santa Catarina,19,True
58,Jogo de Toalhas,107.07,True,53,False,4,São Paulo,4,False
21,Drone,2986.64,False,46,False,3,Santa Catarina,11,True
82,Livro,69.77,False,57,False,3,Santa Catarina,12,True
69,Jogo de Toalhas,52.81,False,61,False,5,São Paulo,12,False
3,Torradeira,88.9,True,89,False,5,Paraná,1,False
87,Calças Jeans,292.46,False,56,False,3,São Paulo,17,True
90,Console de Videogame,4555.55,False,29,False,2,Paraná,14,False
37,Perfume,414.86,True,92,False,3,São Paulo,9,True
88,Faca de Cozinha,52.33,False,14,True,4,São Paulo,3,True
49,Drone,2168.29,True,68,False,4,Minas Gerais,17,True
19,Perfume,250.88,False,71,False,4,Paraná,14,True
89,Laptop,3954.53,False,13,True,2,Minas Gerais,16,False
85,Tênis Esportivo,343.81,True,17,False,3,Minas Gerais,4,False
12,Drone,2753.48,False,29,False,5,Rio de Janeiro,12,False
61,Bicicleta,1009.36,True,81,True,3,Minas Gerais,8,True
41,Drone,1262.33,True,83,True,4,São Paulo,11,False
33,Torradeira,71.46,False,90,False,1,Paraná,3,True
50,Mochila,235.96,False,73,True,5,Santa Catarina,4,True
68,Calças Jeans,134.81,False,2,True,1,Minas Gerais,6,False
71,Smartphone,1637.2,False,62,True,2,Paraná,20,True
86,Tênis Esportivo,307.69,False,20,True,1,Santa Catarina,14,True
33,Travesseiro,36.86,True,87,False,3,São Paulo,6,True
81,Drone,1396.01,True,82,True,1,Minas Gerais,16,True
24,Cafeteira,330.18,True,56,True,5,Santa Catarina,13,True
61,Smartphone,2216.06,True,90,False,3,Rio de Janeiro,5,True
61,Smartphone,1997.64,True,52,True,5,São Paulo,10,True
98,Jogo de Toalhas,133.87,False,25,True,1,Santa Catarina,16,True
28,Travesseiro,70.6,True,62,True,4,Paraná,5,True
58,Tênis Esportivo,494.93,True,17,False,4,Santa Catarina,20,False
43,Tênis Esportivo,164.56,False,39,True,5,Paraná,4,False
41,Smartphone,993.56,False,10,True,2,Minas Gerais,5,True
39,Travesseiro,85.19,False,59,True,3,Rio de Janeiro,17,False
86,Headphones,117.7,False,25,True,1,Minas Gerais,8,False
49,Óculos de Sol,405.71,True,28,True,3,Minas Gerais,20,False
17,Cafeteira,211.9,False,90,True,1,Rio de Janeiro,3,False
98,Cafeteira,367.98,True,76,False,4,São Paulo,3,True
70,Cafeteira,123.98,False,61,True,1,Santa Catarina,16,False
70,Camisa,86.57,False,58,False,5,Minas Gerais,7,False
98,Torradeira,258.57,True,44,False,3,Santa Catarina,5,False
65,Cafeteira,377.37,True,83,False,3,Minas Gerais,16,True
74,Óculos de Sol,473.64,False,23,False,1,Minas Gerais,5,True
85,Laptop,3203.1,True,78,True,1,São Paulo,14,True
5,Camisa,70.49,False,17,True,5,Paraná,13,True
2,Tênis Esportivo,672.19,False,79,True,5,Rio de Janeiro,13,True
22,Relógio,933.0,True,85,True,5,Paraná,13,False
57,Bicicleta,1699.24,True,38,True,1,Rio de Janeiro,14,True
66,Relógio,594.89,True,30,True,3,Santa Catarina,7,False
74,Console de Videogame,2145.47,False,19,False,5,Santa Catarina,6,True
98,Torradeira,253.25,True,32,True,2,Minas Gerais,18,False
16,Cafeteira,337.57,True,93,True,4,Minas Gerais,16,True
51,Mochila,280.43,False,86,False,2,Santa Catarina,10,True
39,Torradeira,278.86,True,20,True,2,Santa Catarina,17,False
86,Óculos de Sol,792.12,True,64,False,4,Paraná,1,True
76,Jogo de Toalhas,67.54,True,36,True,1,Rio de Janeiro,19,True
88,Console de Videogame,3652.14,True,65,True,2,Rio de Janeiro,16,False
40,Bicicleta,1401.87,False,83,False,2,Paraná,7,True
38,Drone,2767.2,True,43,True,5,São Paulo,12,True
60,Jogo de Toalhas,184.63,False,26,True,3,Minas Gerais,17,True
59,Faca de Cozinha,190.09,False,7,False,2,Rio de Janeiro,4,False
10,Óculos de Sol,82.86,True,34,True,2,São Paulo,16,True
99,Smartphone,2441.09,False,36,True,2,Santa Catarina,8,False
64,Livro,72.93,True,6,True,4,Paraná,12,False
63,Console de Videogame,3828.41,False,37,True,5,Rio de Janeiro,14,False
49,Laptop,4477.23,True,62,False,5,Santa Catarina,1,False
64,Bicicleta,945.19,False,86,False,2,São Paulo,18,False
32,Faca de Cozinha,107.63,False,73,False,4,São Paulo,5,True
7,Mochila,298.76,False,60,False,1,Santa Catarina,17,True
21,Headphones,211.14,False,93,False,5,Paraná,3,False
20,Camisa,176.31,False,64,True,1,São Paulo,7,False
26,Laptop,2599.59,False,50,True,3,Rio de Janeiro,8,True
68,Livro,60.74,True,52,False,1,Minas Gerais,18,False
86,Óculos de Sol,180.24,False,17,False,2,Santa Catarina,9,False
15,Bicicleta,1043.86,True,60,True,2,São Paulo,4,True
85,Panela,289.91,False,77,False,1,Paraná,2,True
79,Console de Videogame,2268.95,True,81,False,5,Santa Catarina,1,False
86,Travesseiro,131.64,False,54,True,3,Paraná,5,True
92,Livro,55.72,False,10,True,1,São Paulo,17,True
14,Perfume,369.54,False,25,False,3,São Paulo,1,False
27,Drone,1374.84,False,18,False,2,Paraná,9,False
40,Console de Videogame,4339.07,False,64,True,4,Santa Catarina,10,False
58,Tênis Esportivo,472.18,False,79,False,1,Minas Gerais,4,True
28,Travesseiro,143.92,False,59,False,2,Rio de Janeiro,1,False
26,Headphones,636.73,False,27,True,4,Paraná,12,False
63,Relógio,831.2,True,58,False,2,Rio de Janeiro,13,False
66,Perfume,172.7,True,61,False,2,Paraná,6,False
25,Bicicleta,1842.74,False,83,False,2,São Paulo,5,True
3,Bicicleta,531.61,True,79,True,5,Minas Gerais,19,True
72,Livro,74.34,False,71,True,1,São Paulo,1,True
44,Relógio,388.26,True,43,True,3,Santa Catarina,16,False
97,Tênis Esportivo,618.66,False,80,False,5,Minas Gerais,7,True
42,Laptop,4456.5,True,88,False,5,Minas Gerais,18,False
99,Jogo de Toalhas,145.08,True,87,False,1,Rio de Janeiro,4,False
6,Faca de Cozinha,57.3,False,11,True,1,Paraná,17,False
39,Perfume,431.28,True,88,False,2,Rio de Janeiro,1,True
52,Mochila,479.88,False,5,True,4,Minas Gerais,11,True
23,Laptop,4242.75,False,58,False,4,São Paulo,18,True
89,Drone,1447.26,True,39,False,3,Paraná,9,True
50,Calças Jeans,198.01,False,48,True,2,Minas Gerais,12,True
43,Panela,273.5,True,94,False,4,São Paulo,7,True
19,Cafeteira,164.95,True,80,False,4,São Paulo,10,True
69,Relógio,694.0,True,20,True,3,Santa Catarina,7,False
51,Laptop,5234.17,True,93,False,1,São Paulo,8,True
11,Bicicleta,1300.57,True,81,False,3,Rio de Janeiro,13,True
12,Faca de Cozinha,130.89,True,19,False,5,Minas Gerais,15,True
74,Perfume,297.55,False,60,False,4,Paraná,11,False
8,Smartphone,1285.22,True,26,True,1,Santa Catarina,5,False
24,Jogo de Toalhas,177.12,True,79,False,4,Minas Gerais,16,True
92,Tênis Esportivo,551.01,True,25,True,3,Paraná,9,True
41,Jogo de Toalhas,247.65,False,15,False,3,Rio de Janeiro,11,True
36,Console de Videogame,2463.18,False,84,False,3,Paraná,2,False
85,Headphones,411.39,False,94,False,5,São Paulo,18,True
72,Smartphone,2581.75,True,21,True,3,Santa Catarina,1,True
55,Perfume,155.39,True,47,False,2,Santa Catarina,12,False
9,Jogo de Toalhas,289.15,True,35,False,3,Santa Catarina,13,True
47,Calças Jeans,285.39,False,44,True,1,Minas Gerais,13,True
15,Jogo de Toalhas,179.04,False,6,True,1,Rio de Janeiro,20,True
48,Calças Jeans,99.1,False,75,False,3,Rio de Janeiro,15,False
82,Cafeteira,152.16,True,23,True,4,Minas Gerais,14,False
42,Console de Videogame,2279.72,True,39,True,3,São Paulo,17,True
60,Óculos de Sol,956.23,False,73,False,1,Paraná,9,True
84,Livro,64.91,True,18,True,4,Paraná,15,True
70,Perfume,346.73,False,40,False,4,São Paulo,13,False
12,Torradeira,61.17,False,36,True,5,Minas Gerais,20,False
2,Camisa,127.52,False,28,True,2,Paraná,2,True
7,Laptop,3027.72,True,64,False,5,Rio de Janeiro,12,False
80,Tênis Esportivo,200.75,False,83,False,4,Minas Gerais,20,False
3,Headphones,643.79,False,94,False,3,Minas Gerais,1,True
3,Relógio,613.79,True,58,True,4,São Paulo,19,True
27,Óculos de Sol,122.08,True,38,False,1,Santa Catarina,19,True
40,Tênis Esportivo,263.25,False,79,False,5,Santa Catarina,1,False
33,Bicicleta,1269.34,True,44,False,1,Minas Gerais,15,False
92,Laptop,3941.1,True,76,True,5,Minas Gerais,15,True
1,Drone,1507.3,True,2,False,2,São Paulo,3,False
8,Jogo de Toalhas,176.88,True,73,False,3,São Paulo,8,True
32,Smartphone,2261.22,False,35,True,5,Minas Gerais,3,False
48,Tênis Esportivo,356.19,True,1,False,4,Santa Catarina,1,False
4,Calças Jeans,179.09,False,46,False,4,São Paulo,15,True
94,Jogo de Toalhas,135.54,True,60,False,5,Santa Catarina,9,True
70,Console de Videogame,4681.98,True,63,False,1,Rio de Janeiro,15,False
19,Faca de Cozinha,91.94,False,95,True,2,Paraná,16,True
32,Relógio,816.48,True,92,False,4,Santa Catarina,2,False
9,Perfume,478.46,True,45,False,3,São Paulo,2,False
12,Headphones,158.77,False,57,False,4,São Paulo,13,False
11,Bicicleta,526.58,False,37,False,5,Minas Gerais,16,True
46,Smartphone,2316.72,False,7,False,4,São Paulo,4,False
16,Bicicleta,1722.63,True,16,True,2,Rio de Janeiro,17,True
1,Faca de Cozinha,190.58,True,50,False,3,São Paulo,17,True
63,Cafeteira,298.05,True,14,False,4,São Paulo,5,True
21,Livro,53.97,False,97,False,3,Paraná,12,False
30,Faca de Cozinha,187.03,True,6,True,3,São Paulo,18,True
13,Perfume,170.28,False,61,False,1,Santa Catarina,3,False
34,Laptop,3193.96,False,21,True,3,São Paulo,11,True
4,Drone,2020.68,False,10,False,2,Paraná,15,True
28,Relógio,519.71,False,32,False,1,São Paulo,18,True
95,Jogo de Toalhas,112.26,False,6,True,5,Santa Catarina,13,True
59,Smartphone,1782.65,True,2,False,4,Paraná,14,True
27,Tênis Esportivo,612.47,False,39,False,2,Santa Catarina,20,True
69,Jogo de Toalhas,105.99,False,49,True,5,São Paulo,13,True
25,Panela,201.3,False,27,False,2,Minas Gerais,18,False
3,Óculos de Sol,127.96,False,56,False,2,Santa Catarina,2,False
97,Bicicleta,869.4,True,14,False,1,Paraná,16,True
68,Torradeira,167.23,True,23,True,2,Rio de Janeiro,20,True
25,Drone,1707.25,True,85,True,4,Rio de Janeiro,10,False
20,Drone,593.32,False,51,False,2,Rio de Janeiro,6,True
34,Camisa,85.23,True,94,False,2,Paraná,3,True
26,Calças Jeans,164.4,True,25,True,5,Rio de Janeiro,7,False
5,Travesseiro,56.19,False,53,False,3,Rio de Janeiro,14,True
99,Torradeira,276.0,False,88,False,3,Paraná,12,True
61,Óculos de Sol,598.8,False,11,True,5,Minas Gerais,8,True
92,Travesseiro,68.86,False,35,True,4,São Paulo,13,False
93,Smartphone,1341.68,False,55,True,2,Minas Gerais,8,True
9,Panela,135.18,True,58,False,4,Paraná,9,False
50,Console de Videogame,2976.49,True,68,False,4,São Paulo,13,False
6,Bicicleta,1985.33,True,37,True,2,São Paulo,19,False
83,Console de Videogame,4812.88,True,77,False,5,Santa Catarina,4,False
60,Livro,65.9,True,9,False,1,Rio de Janeiro,17,True
44,Óculos de Sol,750.08,False,28,False,1,Minas Gerais,14,True
11,Óculos de Sol,237.94,True,55,False,2,Santa Catarina,5,True
66,Calças Jeans,125.25,True,46,True,1,Paraná,5,True
47,Óculos de Sol,473.72,True,80,False,5,São Paulo,20,False
73,Console de Videogame,4986.32,True,70,True,3,Santa Catarina,13,True
85,Tênis Esportivo,528.01,True,27,False,4,Paraná,20,True
88,Headphones,387.97,False,10,True,4,São Paulo,17,False
98,Livro,50.96,False,23,True,1,Minas Gerais,5,True
86,Mochila,425.78,True,21,False,3,Santa Catarina,7,True
3,Calças Jeans,265.58,False,90,True,2,Rio de Janeiro,11,True
76,Laptop,5727.16,True,45,False,3,São Paulo,19,True
92,Laptop,3234.48,True,3,False,1,Paraná,3,True
30,Relógio,218.91,False,59,True,2,Minas Gerais,13,False
90,Drone,502.66,False,43,True,5,Santa Catarina,17,True
21,Óculos de Sol,741.43,False,99,True,1,Santa Catarina,14,False
28,Faca de Cozinha,87.63,True,7,True,3,São Paulo,5,False
90,Laptop,4194.04,True,27,False,1,Santa Catarina,19,False
62,Óculos de Sol,95.34,True,62,False,5,Paraná,12,False
33,Torradeira,253.1,False,42,True,3,Rio de Janeiro,16,False
85,Smartphone,2804.78,False,97,True,1,Rio de Janeiro,19,True
35,Camisa,63.15,True,4,True,4,São Paulo,12,False
52,Jogo de Toalhas,107.18,False,90,False,2,São Paulo,6,False
34,Faca de Cozinha,126.65,False,62,True,4,São Paulo,16,False
41,Panela,180.63,True,8,False,3,Rio de Janeiro,4,True
51,Óculos de Sol,69.86,False,84,False,5,Minas Gerais,12,False
47,Perfume,206.82,False,17,True,4,Paraná,14,True
82,Calças Jeans,291.94,True,5,False,1,Paraná,6,True
58,Drone,2092.81,True,63,False,4,São Paulo,9,True
75,Calças Jeans,211.31,True,9,False,3,Minas Gerais,17,False
57,Laptop,4315.18,False,8,True,5,Santa Catarina,10,True
23,Mochila,213.22,True,7,True,3,Minas Gerais,17,False
48,Tênis Esportivo,666.8,False,37,False,5,Paraná,8,False
22,Console de Videogame,4992.93,True,55,True,1,São Paulo,1,True
17,Travesseiro,101.07,True,67,False,3,São Paulo,10,True
69,Cafeteira,306.69,True,8,True,4,Minas Gerais,7,False
11,Travesseiro,148.3,False,69,False,5,Santa Catarina,16,True
94,Livro,63.73,True,5,True,3,Santa Catarina,9,False
15,Drone,1348.1,True,17,True,5,Santa Catarina,12,True
91,Headphones,463.82,False,58,False,5,Minas Gerais,20,False
35,Óculos de Sol,411.71,False,63,True,1,Santa Catarina,7,True
33,Drone,993.86,True,27,False,1,Minas Gerais,18,False
84,Panela,278.46,True,76,True,2,São Paulo,3,False
16,Livro,58.81,True,92,True,4,Paraná,18,True
34,Smartphone,843.13,False,68,True,3,Minas Gerais,10,True
66,Jogo de Toalhas,79.04,False,28,True,1,Minas Gerais,13,False
99,Camisa,109.07,True,89,False,5,Rio de Janeiro,8,False
40,Relógio,197.25,True,58,False,2,Paraná,15,False
28,Travesseiro,50.08,True,50,False,3,Santa Catarina,14,False
47,Calças Jeans,95.96,True,67,False,4,São Paulo,19,False
39,Panela,166.21,False,31,True,4,Paraná,8,True
70,Drone,2579.35,False,12,True,5,Santa Catarina,18,True
73,Calças Jeans,248.31,False,55,False,1,São Paulo,2,True
20,Torradeira,233.72,True,4,False,5,Paraná,6,False
1,Headphones,436.53,True,94,False,5,Rio de Janeiro,6,False
72,Calças Jeans,139.27,False,42,False,2,São Paulo,15,True
87,Perfume,354.31,True,91,True,1,Paraná,8,False
63,Cafeteira,372.38,False,54,False,3,Santa Catarina,2,True
67,Bicicleta,1901.8,True,22,True,2,Paraná,16,False
4,Livro,49.71,True,1,True,3,Rio de Janeiro,20,True
58,Jogo de Toalhas,207.78,True,48,True,5,Rio de Janeiro,19,True
25,Bicicleta,637.68,False,43,True,3,São Paulo,14,False
47,Headphones,473.79,True,20,True,5,São Paulo,20,True
38,Smartphone,1409.7,True,18,True,4,Santa Catarina,6,False
15,Mochila,312.87,False,70,True,1,Rio de Janeiro,5,True
63,Mochila,274.26,True,49,False,1,São Paulo,15,False
21,Drone,1269.41,True,76,False,3,Santa Catarina,12,False
99,Laptop,4701.38,False,17,True,2,Rio de Janeiro,9,False
57,Mochila,271.86,True,53,False,3,Rio de Janeiro,10,False
53,Cafeteira,248.95,False,22,True,5,Paraná,11,True
46,Jogo de Toalhas,275.52,True,82,False,4,Rio de Janeiro,12,True
14,Calças Jeans,155.76,True,10,False,4,São Paulo,6,True
76,Mochila,447.16,False,24,False,2,Minas Gerais,7,False
17,Jogo de Toalhas,231.38,True,84,False,2,Paraná,9,True
39,Smartphone,1211.74,False,12,False,5,Rio de Janeiro,3,False
9,Perfume,308.8,True,4,False,5,Minas Gerais,8,True
99,Camisa,132.4,False,42,False,1,Minas Gerais,9,False
77,Camisa,189.35,True,5,False,5,São Paulo,19,False
79,Torradeira,254.58,True,26,True,5,Minas Gerais,7,True
82,Óculos de Sol,991.2,True,59,True,3,São Paulo,13,False
97,Tênis Esportivo,765.76,True,62,True,2,Santa Catarina,11,True
6,Faca de Cozinha,125.64,True,80,False,2,Santa Catarina,5,False
91,Torradeira,146.35,False,5,True,4,Santa Catarina,7,False
23,Bicicleta,768.88,True,26,True,1,Paraná,9,True
59,Headphones,696.55,False,83,False,4,Paraná,11,False
91,Travesseiro,126.45,False,6,True,4,Minas Gerais,8,False
98,Smartphone,1139.91,True,24,True,4,Paraná,15,True
46,Óculos de Sol,648.24,True,95,False,1,Santa Catarina,9,True
38,Perfume,210.19,True,95,False,4,São Paulo,18,True
14,Relógio,859.0,False,53,True,5,Rio de Janeiro,11,True
72,Camisa,131.44,True,7,False,5,Santa Catarina,16,False
62,Travesseiro,76.53,True,10,False,3,Paraná,2,False
35,Bicicleta,1302.62,True,39,True,5,São Paulo,15,False
19,Travesseiro,148.75,True,86,False,3,Santa Catarina,8,False
30,Headphones,569.57,True,78,True,4,Paraná,12,True
78,Drone,2146.89,True,28,False,1,Santa Catarina,17,True
84,Travesseiro,76.02,False,42,False,3,Rio de Janeiro,16,False
25,Console de Videogame,2481.87,True,62,True,2,São Paulo,12,True
40,Headphones,774.66,False,52,False,1,Santa Catarina,18,True
88,Cafeteira,162.9,False,22,False,5,Santa Catarina,4,False
14,Headphones,582.38,True,57,True,2,Rio de Janeiro,7,False
26,Faca de Cozinha,77.58,True,96,False,2,Santa Catarina,1,True
87,Calças Jeans,283.23,False,11,False,1,São Paulo,7,False
22,Óculos de Sol,741.22,True,14,False,5,Rio de Janeiro,6,False
48,Mochila,184.41,True,31,False,3,Minas Gerais,11,False
83,Smartphone,2865.64,True,4,True,5,Minas Gerais,8,True
51,Jogo de Toalhas,117.49,True,22,False,2,Rio de Janeiro,11,True
3,Headphones,447.54,False,93,False,3,Rio de Janeiro,2,True
42,Cafeteira,254.2,False,99,False,4,Santa Catarina,4,True
19,Panela,280.61,False,64,False,3,Paraná,14,True
73,Bicicleta,530.09,True,77,False,2,Paraná,16,True
28,Tênis Esportivo,342.0,False,84,True,2,Paraná,5,False
84,Headphones,585.07,False,83,False,2,Paraná,19,False
45,Cafeteira,367.28,False,79,True,4,Rio de Janeiro,10,True
71,Tênis Esportivo,739.91,True,90,True,5,São Paulo,12,False
78,Livro,77.32,True,84,True,5,Paraná,5,True
63,Jogo de Toalhas,269.86,True,61,True,3,São Paulo,19,True
73,Faca de Cozinha,127.66,True,6,False,5,Santa Catarina,6,False
19,Óculos de Sol,519.01,True,79,True,4,São Paulo,7,False
47,Headphones,288.5,False,68,False,5,São Paulo,6,False
14,Camisa,116.02,False,6,False,5,Minas Gerais,19,False
38,Smartphone,1359.26,True,66,True,2,Minas Gerais,17,False
53,Jogo de Toalhas,157.32,True,36,True,1,Paraná,12,True
61,Camisa,85.52,False,15,False,2,Minas Gerais,1,True
36,Panela,75.92,False,76,True,5,São Paulo,18,True
40,Cafeteira,260.91,True,40,False,2,Santa Catarina,8,False
81,Panela,230.58,True,41,True,1,Paraná,15,True
30,Faca de Cozinha,124.83,True,7,False,5,Rio de Janeiro,14,True
9,Panela,272.55,False,22,False,2,Paraná,7,False
64,Tênis Esportivo,642.47,False,72,True,2,Paraná,9,False
33,Faca de Cozinha,112.44,True,11,True,1,Paraná,15,True
52,Mochila,136.23,True,2,True,2,Santa Catarina,13,True
89,Óculos de Sol,221.89,False,30,True,4,Rio de Janeiro,7,True
14,Headphones,323.59,False,68,False,2,Minas Gerais,6,False
75,Headphones,161.98,False,53,True,5,São Paulo,1,True
53,Torradeira,65.14,True,89,False,1,Minas Gerais,11,False
99,Bicicleta,859.62,True,21,False,4,Santa Catarina,20,False
59,Headphones,672.43,True,25,False,4,Paraná,19,False
78,Óculos de Sol,702.99,True,73,False,3,Minas Gerais,19,True
94,Panela,118.33,False,72,True,1,Minas Gerais,20,False
41,Livro,73.4,False,5,True,1,Santa Catarina,10,True
68,Tênis Esportivo,581.78,True,92,False,4,São Paulo,17,False
68,Torradeira,282.86,True,66,False,3,Paraná,18,True
92,Panela,269.17,True,85,True,2,Paraná,1,True
8,Faca de Cozinha,107.83,True,49,True,3,Paraná,8,True
2,Bicicleta,850.27,True,8,False,3,Minas Gerais,11,True
86,Console de Videogame,2574.98,True,98,False,5,Rio de Janeiro,13,True
41,Jogo de Toalhas,86.14,True,87,False,2,Minas Gerais,5,True
55,Headphones,627.14,True,79,True,5,Santa Catarina,11,True
16,Perfume,358.42,True,27,True,5,Rio de Janeiro,11,False
93,Travesseiro,36.25,True,2,True,2,Minas Gerais,2,True
62,Console de Videogame,3490.15,False,28,False,2,Santa Catarina,17,False
48,Travesseiro,63.95,False,11,True,3,Minas Gerais,13,False
30,Calças Jeans,251.08,False,46,False,2,São Paulo,6,False
12,Travesseiro,44.15,False,21,True,3,Paraná,8,True
35,Livro,35.58,True,42,False,1,Minas Gerais,2,True
11,Perfume,239.38,False,32,True,5,Minas Gerais,10,True
64,Perfume,458.85,False,32,False,4,Rio de Janeiro,15,False
50,Cafeteira,326.71,False,71,False,4,Paraná,11,False
85,Torradeira,219.29,False,22,False,1,Santa Catarina,4,True
21,Tênis Esportivo,319.66,False,78,True,5,São Paulo,13,True
69,Cafeteira,392.83,True,77,True,2,São Paulo,18,True
48,Livro,69.33,False,21,False,4,Minas Gerais,4,True
20,Tênis Esportivo,521.33,False,22,False,2,Paraná,16,True
67,Torradeira,195.1,True,34,False,5,Santa Catarina,18,True
44,Perfume,365.32,False,10,False,1,São Paulo,3,False
33,Headphones,362.45,True,65,False,2,Paraná,13,False
73,Óculos de Sol,175.72,False,65,False,3,São Paulo,2,True
61,Perfume,165.19,True,88,False,3,Rio de Janeiro,16,False
9,Bicicleta,867.28,True,67,False,2,Paraná,5,False
68,Drone,1131.83,True,95,False,3,Santa Catarina,14,False
35,Cafeteira,390.21,False,43,True,3,São Paulo,12,True
81,Panela,155.75,False,41,False,3,Paraná,18,False
98,Bicicleta,1693.82,True,13,False,1,Minas Gerais,16,False
